run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
reward_sparse_42_b58f15e9,reward_sparse,42,easy,500,9.83,1.0,8.33,1.0,8.0,0.05,results\reward_comparison\sparse\seed_42\qtable_final.npz,results\reward_comparison\sparse\seed_42\config.json,790cc50393d7b4b8d4339536b75d590d5aa4c167
