run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
map_medium_789_b295f96f,map_medium,789,medium,800,2.1,0.97,8.3,1.0,8.0,0.05,results\map\medium\seed_789\qtable_final.npz,results\map\medium\seed_789\config.json,790cc50393d7b4b8d4339536b75d590d5aa4c167
