run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
baseline_456_3660225e,baseline,456,easy,800,1.91,0.96,8.29,1.0,8.0,0.05,results\baseline\seed_456\qtable_final.npz,results\baseline\seed_456\config.json,790cc50393d7b4b8d4339536b75d590d5aa4c167
