run_id,exp_name,algorithm,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,last100_trap_rate,best_eval_success_rate,best_eval_avg_steps,final_eval_success_rate,final_eval_avg_reward,final_eval_avg_steps,final_eval_trap_rate,convergence_episode,final_path_length,route_type,final_epsilon,qtable_path,config_path,git_commit
sarsa_alpha_0.1_sarsa_42_f2c8d23d,sarsa_alpha_0.1,sarsa,42,easy,800,1.91,0.97,8.49,0.03,1.0,8.0,1.0,3.0,8.0,0.0,154,8,risky,0.05,results/sarsa_alpha_comparison/alpha_0.1/seed_42/qtable_final.npz,results/sarsa_alpha_comparison/alpha_0.1/seed_42/config.json,dc440e60be6360fb45a796fc1b11cf3d0250c216
