run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
eps_slow_456_d3a2f1cd,eps_slow,456,easy,800,-5.83,0.96,16.03,1.0,8.0,0.4491491486100748,results\epsilon\slow\seed_456\qtable_final.npz,results\epsilon\slow\seed_456\config.json,790cc50393d7b4b8d4339536b75d590d5aa4c167
