run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
alpha_0.1_123_8499c601,alpha_0.1,123,easy,500,2.39,1.0,8.61,1.0,8.0,0.05,results\alpha_comparison\alpha_0.1\seed_123\qtable_final.npz,results\alpha_comparison\alpha_0.1\seed_123\config.json,790cc50393d7b4b8d4339536b75d590d5aa4c167
