run_id,exp_name,algorithm,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,last100_trap_rate,best_eval_success_rate,best_eval_avg_steps,final_eval_success_rate,final_eval_avg_reward,final_eval_avg_steps,final_eval_trap_rate,convergence_episode,final_path_length,route_type,final_epsilon,qtable_path,config_path,git_commit
trap_penalty_sarsa_10_sarsa_42_9624e709,trap_penalty_sarsa_10,sarsa,42,risk,1000,8.904000000000002,1.0,10.61,0.0,1.0,4.0,1.0,9.099999999999998,10.0,0.0,,10,safe,0.05,results/trap_penalty/sarsa/trap_10/seed_42/qtable_final.npz,results/trap_penalty/sarsa/trap_10/seed_42/config.json,dc440e60be6360fb45a796fc1b11cf3d0250c216
