run_id,exp_name,algorithm,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,last100_trap_rate,best_eval_success_rate,best_eval_avg_steps,final_eval_success_rate,final_eval_avg_reward,final_eval_avg_steps,final_eval_trap_rate,convergence_episode,final_path_length,route_type,final_epsilon,qtable_path,config_path,git_commit
sarsa_epsilon_decay_0.99_sarsa_42_fb91ea8e,sarsa_epsilon_decay_0.99,sarsa,42,easy,800,2.45,1.0,8.55,0.0,1.0,8.0,1.0,3.0,8.0,0.0,214,8,safe,0.05,results/sarsa_epsilon_comparison/decay_0.99/seed_42/qtable_final.npz,results/sarsa_epsilon_comparison/decay_0.99/seed_42/config.json,dc440e60be6360fb45a796fc1b11cf3d0250c216
