run_id,exp_name,algorithm,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,last100_trap_rate,best_eval_success_rate,best_eval_avg_steps,final_eval_success_rate,final_eval_avg_reward,final_eval_avg_steps,final_eval_trap_rate,convergence_episode,final_path_length,route_type,final_epsilon,qtable_path,config_path,git_commit
algorithm_sarsa_sarsa_123_4f739a7c,algorithm_sarsa,sarsa,123,hard,1000,8.690999999999997,0.97,8.42,0.03,1.0,8.0,1.0,9.3,8.0,0.0,474,8,risky,0.05,results/algorithm_comparison/sarsa/seed_123/qtable_final.npz,results/algorithm_comparison/sarsa/seed_123/config.json,dc440e60be6360fb45a796fc1b11cf3d0250c216
