run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
baseline_check_42_2d339d2e,baseline_check,42,easy,500,2.63,1.0,8.37,1.0,8.0,0.05,outputs\baseline_check\qtable_final.npz,outputs\baseline_check\config.json,unknown
