run_id,exp_name,algorithm,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,last100_trap_rate,best_eval_success_rate,best_eval_avg_steps,final_eval_success_rate,final_eval_avg_reward,final_eval_avg_steps,final_eval_trap_rate,convergence_episode,final_path_length,route_type,final_epsilon,qtable_path,config_path,git_commit
sarsa_gamma_0.8_sarsa_123_82755e11,sarsa_gamma_0.8,sarsa,123,easy,800,2.63,1.0,8.37,0.0,1.0,8.0,1.0,3.0,8.0,0.0,153,8,safe,0.05,results/sarsa_gamma_comparison/gamma_0.8/seed_123/qtable_final.npz,results/sarsa_gamma_comparison/gamma_0.8/seed_123/config.json,dc440e60be6360fb45a796fc1b11cf3d0250c216
