run_id,exp_name,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,best_eval_success_rate,best_eval_avg_steps,final_epsilon,qtable_path,config_path,git_commit
eps_fast_456_63e8f867,eps_fast,456,easy,800,2.09,0.97,8.31,1.0,8.0,0.05,results\epsilon\fast\seed_456\qtable_final.npz,results\epsilon\fast\seed_456\config.json,790cc50393d7b4b8d4339536b75d590d5aa4c167
