run_id,exp_name,algorithm,seed,map_name,episodes,last100_avg_reward,last100_success_rate,last100_avg_steps,last100_trap_rate,best_eval_success_rate,best_eval_avg_steps,final_eval_success_rate,final_eval_avg_reward,final_eval_avg_steps,final_eval_trap_rate,convergence_episode,final_path_length,route_type,final_epsilon,qtable_path,config_path,git_commit
trap_penalty_q_learning_30_q_learning_42_820f2c6d,trap_penalty_q_learning_30,q_learning,42,risk,1000,8.746000000000002,0.98,4.19,0.02,1.0,4.0,1.0,9.7,4.0,0.0,331,4,risky,0.05,results/trap_penalty/q_learning/trap_30/seed_42/qtable_final.npz,results/trap_penalty/q_learning/trap_30/seed_42/config.json,dc440e60be6360fb45a796fc1b11cf3d0250c216
